role,source,target,key,sentiment,reason,industry,status,time
part_of,Meeting_1,fish_vacuum_Meeting_1_Introduction_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_1,fish_vacuum_Meeting_1_Introduction,0,NA,NA,,NA,NA
part_of,Meeting_1,seafood_festival_Meeting_1_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_1,seafood_festival_Meeting_1_Feasibility,0,NA,NA,,NA,NA
part_of,Meeting_2,deep_fishing_dock_Meeting_2_Importance_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_2,fish_vacuum_Travel_Bay_Harvest_Corporation_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_2,fish_vacuum_Meeting_2_Cost_Benefit_Analysis_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_2,fish_vacuum_Travel_Bay_Harvest_Corporation,0,NA,NA,,NA,NA
part_of,Meeting_2,fish_vacuum_Meeting_2_Cost_Benefit_Analysis,0,NA,NA,,NA,NA
part_of,Meeting_2,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_2,seafood_festival_Meeting_2_Feedback_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_2,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,0,NA,NA,,NA,NA
part_of,Meeting_2,seafood_festival_Meeting_2_Feedback,0,NA,NA,,NA,NA
part_of,Meeting_3,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,0,NA,NA,,NA,NA
part_of,Meeting_3,deep_fishing_dock_Meeting_3_Maintenance_Plan,0,NA,NA,,NA,NA
part_of,Meeting_3,fish_vacuum_Travel_Bay_Harvest_Corporation_Completed_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,fish_vacuum_Meeting_3_Report_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,fish_vacuum_Meeting_3_Report,0,NA,NA,,NA,NA
part_of,Meeting_3,low_volume_crane_Meeting_3_Proposal_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,low_volume_crane_Meeting_3_Proposal,0,NA,NA,,NA,NA
part_of,Meeting_3,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,seafood_festival_Meeting_3_Report_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,seafood_festival_Meeting_3_Take_Action_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_3,seafood_festival_Meeting_3_Report,0,NA,NA,,NA,NA
part_of,Meeting_3,seafood_festival_Meeting_3_Take_Action,0,NA,NA,,NA,NA
part_of,Meeting_4,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,deep_fishing_dock_Meeting_4_Recommendation_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,deep_fishing_dock_Meeting_4_Findings_Report,0,NA,NA,,NA,NA
part_of,Meeting_4,deep_fishing_dock_Meeting_4_Recommendation,0,NA,NA,,NA,NA
part_of,Meeting_4,new_crane_lomark_Meeting_4_Cost_Analysis_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,new_crane_lomark_Meeting_4_Cost_Analysis,0,NA,NA,,NA,NA
part_of,Meeting_4,renaming_park_himark_Meeting_4_Name_Ideas_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,renaming_park_himark_Travel_Anchor_Way_Grill_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,renaming_park_himark_Travel_Sailors_Perch_Light_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_4,renaming_park_himark_Meeting_4_Name_Ideas,0,NA,NA,,NA,NA
part_of,Meeting_4,renaming_park_himark_Travel_Anchor_Way_Grill,0,NA,NA,,NA,NA
part_of,Meeting_4,renaming_park_himark_Travel_Sailors_Perch_Light,0,NA,NA,,NA,NA
part_of,Meeting_5,new_crane_lomark_Travel_Blue_Wave_Shipping_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_5,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,0,NA,NA,,NA,NA
part_of,Meeting_5,new_crane_lomark_Travel_Blue_Wave_Shipping,0,NA,NA,,NA,NA
part_of,Meeting_5,new_crane_lomark_Meeting_5_Cost_Impact_Report,0,NA,NA,,NA,NA
